;Dataset;Model;Filters;Baseline RMSE;Predicted RMSE;Ratio [%]
1503;esol;Gradient Boosting Regressor;GlaxoFilter, LipinskiFilter;0.9938;1.491;150.03858792046728
1584;esol;Gradient Boosting Regressor;InpharmaticaFilter, ZINCBasicFilter;1.1602;1.742;150.14156013553017
1767;esol;Gradient Boosting Regressor;RuleOfXuFilter, ZINCBasicFilter;1.2197;1.8314;150.1494791306722
1148;esol;SGD;LINTFilter, REOSFilter;1275841241343.787;1916081763876.216;150.18183311413352
1681;esol;Gradient Boosting Regressor;NIHFilter, RuleOfVeberFilter;1.0712;1.6112;150.4007102909121
358;esol;SVM;OpreaFilter, SureChEMBLFilter;1.212;1.8247;150.55595473304464
1688;esol;Gradient Boosting Regressor;NIHFilter, ZINCDruglikeFilter;1.0528;1.5899;151.0078812952369
841;esol;MLP;REOSFilter, ZINCBasicFilter;1.05;1.5863;151.06847251806306
1696;esol;Gradient Boosting Regressor;OpreaFilter, SureChEMBLFilter;1.198;1.81;151.08332272825103
1396;esol;Gradient Boosting Regressor;BMSFilter, ZINCDruglikeFilter;1.0545;1.5945;151.20766131551875
95;esol;SVM;FAF4DruglikeFilter, MolecularWeightFilter;1.0728;1.6233;151.31176972903492
93;esol;SVM;FAF4DruglikeFilter, LipinskiFilter;1.0728;1.6233;151.31176972903492
1560;esol;Gradient Boosting Regressor;HaoFilter, SureChEMBLFilter;1.0395;1.5737;151.39060545254958
1658;esol;Gradient Boosting Regressor;NIBRFilter, NIHFilter;1.2137;1.8379;151.43241692731272
1756;esol;Gradient Boosting Regressor;RuleOfVeberFilter, RuleOfXuFilter;1.2057;1.826;151.4530617172888
1521;esol;Gradient Boosting Regressor;GlaxoFilter, ZINCBasicFilter;1.073;1.6254;151.48531660716205
104;esol;SVM;FAF4DruglikeFilter, RuleOfVeberFilter;1.0693;1.6224;151.7245435149343
111;esol;SVM;FAF4DruglikeFilter, ZINCDruglikeFilter;1.0693;1.6224;151.7245435149343
619;esol;MLP;GlaxoFilter, REOSFilter;1.0626;1.6138;151.87853142472443
545;esol;MLP;FAF4DruglikeFilter, PAINSFilter;1.043;1.5861;152.06646332448872
1546;esol;Gradient Boosting Regressor;HaoFilter, LINTFilter;1.1286;1.7218;152.5555841120915
1231;esol;SGD;NIHFilter, REOSFilter;1775428112490.4675;2708800333193.4736;152.57167069376442
1380;esol;Gradient Boosting Regressor;BMSFilter, NIBRFilter;1.2124;1.8508;152.65570856802566
443;esol;SVM;ValenceDiscoveryFilter, ZINCBasicFilter;1.1739;1.7941;152.83280709515589
1507;esol;Gradient Boosting Regressor;GlaxoFilter, NIHFilter;1.056;1.6148;152.9145793205663
351;esol;SVM;OpreaFilter, PAINSFilter;1.1627;1.7782;152.93892635289308
1314;esol;SGD;RuleOfVeberFilter, ValenceDiscoveryFilter;1425597634765.9587;2182278623157.7976;153.078159639067
110;esol;SVM;FAF4DruglikeFilter, ZINCBasicFilter;1.0744;1.6455;153.1518055143615
1443;esol;Gradient Boosting Regressor;FAF4DruglikeFilter, RuleOfXuFilter;1.1623;1.7827;153.38239342970888
2;esol;SVM;BeyondRo5Filter, FAF4DruglikeFilter;1.0666;1.636;153.38567884788637
1241;esol;SGD;NIHFilter, ZINCBasicFilter;1500820275596.1443;2302761033568.275;153.4334970690338
444;esol;SVM;ValenceDiscoveryFilter, ZINCDruglikeFilter;1.1692;1.7946;153.48025239624107
362;esol;SVM;OpreaFilter, ZINCBasicFilter;1.1529;1.77;153.52658355614213
1500;esol;Gradient Boosting Regressor;GlaxoFilter, HaoFilter;1.0132;1.5569;153.6572764287084
27;esol;SVM;BeyondRo5Filter, ValenceDiscoveryFilter;1.167;1.7935;153.68422759486307
105;esol;SVM;FAF4DruglikeFilter, RuleOfXuFilter;1.1502;1.7682;153.7231837906239
15;esol;SVM;BeyondRo5Filter, OpreaFilter;1.1546;1.7762;153.83835036945388
357;esol;SVM;OpreaFilter, RuleOfXuFilter;1.148;1.7675;153.96360988733005
305;esol;SVM;MolecularWeightFilter, OpreaFilter;1.148;1.7675;153.96360988733005
1372;esol;Gradient Boosting Regressor;BMSFilter, GlaxoFilter;1.0524;1.6208;154.01645935908576
1282;esol;SGD;REOSFilter, RuleOfXuFilter;1746193288421.928;2691352308954.775;154.12682701277632
356;esol;SVM;OpreaFilter, RuleOfVeberFilter;1.1462;1.7669;154.15196027884596
670;esol;MLP;HaoFilter, TiceInsecticidesFilter;1.1002;1.6969;154.2366890741387
1447;esol;Gradient Boosting Regressor;FAF4DruglikeFilter, ValenceDiscoveryFilter;1.2372;1.9092;154.3236154829506
99;esol;SVM;FAF4DruglikeFilter, PAINSFilter;1.0495;1.6217;154.51934996456032
1484;esol;Gradient Boosting Regressor;GhoseFilter, NIHFilter;1.1136;1.7208;154.52286586980733
1508;esol;Gradient Boosting Regressor;GlaxoFilter, OpreaFilter;1.1717;1.8116;154.61841809733085
1617;esol;Gradient Boosting Regressor;LipinskiFilter, RuleOfXuFilter;1.2131;1.8759;154.63568321248414
283;esol;SVM;LipinskiFilter, ValenceDiscoveryFilter;1.1563;1.7896;154.7675405041022
317;esol;SVM;MolecularWeightFilter, ValenceDiscoveryFilter;1.1563;1.7896;154.7675405041022
1478;esol;Gradient Boosting Regressor;GhoseFilter, InpharmaticaFilter;1.0806;1.6727;154.79371760005955
929;esol;SGD;BMSFilter, InpharmaticaFilter;2741579892511.204;4246211875999.012;154.8819309478379
36;esol;SVM;BMSFilter, HaoFilter;1.0648;1.6494;154.89994566737354
213;esol;SVM;HaoFilter, NIHFilter;1.0648;1.6494;154.89994566737354
544;esol;MLP;FAF4DruglikeFilter, OpreaFilter;1.3104;2.0299;154.9075888562113
422;esol;SVM;RuleOfVeberFilter, ValenceDiscoveryFilter;1.1657;1.8064;154.9574240109998
1659;esol;Gradient Boosting Regressor;NIBRFilter, OpreaFilter;1.2022;1.8632;154.97560716631307
109;esol;SVM;FAF4DruglikeFilter, ValenceDiscoveryFilter;1.1663;1.8109;155.272603529976
809;esol;MLP;OpreaFilter, ZINCDruglikeFilter;1.3123;2.0378;155.28732352235514
72;esol;SVM;BrenkFilter, OpreaFilter;1.1828;1.8389;155.46968460316896
738;esol;MLP;MLSMRFilter, REOSFilter;1.2814;1.9923;155.4814148499993
596;esol;MLP;GhoseFilter, REOSFilter;1.0367;1.6127;155.568845595101
1585;esol;Gradient Boosting Regressor;InpharmaticaFilter, ZINCDruglikeFilter;1.0989;1.7123;155.82455611106502
1325;esol;SGD;SureChEMBLFilter, ValenceDiscoveryFilter;1504680868303.0764;2345024695158.792;155.8486416992478
1381;esol;Gradient Boosting Regressor;BMSFilter, NIHFilter;1.0743;1.675;155.91408493705862
1371;esol;Gradient Boosting Regressor;BMSFilter, GhoseFilter;1.1104;1.7319;155.97385650323142
1272;esol;SGD;PfizerFilter, RuleOfVeberFilter;2034409832176.4348;3175011790422.988;156.0654957622931
537;esol;MLP;FAF4DruglikeFilter, InpharmaticaFilter;1.1092;1.7312;156.08509241591145
888;esol;MLP;TiceInsecticidesFilter, ZINCDruglikeFilter;1.0886;1.7008;156.230678323837
1379;esol;Gradient Boosting Regressor;BMSFilter, MolecularWeightFilter;1.071;1.6749;156.37623457173225
1641;esol;Gradient Boosting Regressor;MolecularWeightFilter, NIBRFilter;1.1614;1.8164;156.40678863168992
1687;esol;Gradient Boosting Regressor;NIHFilter, ZINCBasicFilter;1.1012;1.7265;156.7801376722676
635;esol;MLP;GSKFilter, MLSMRFilter;1.0679;1.6772;157.0534201298591
271;esol;SVM;LipinskiFilter, OpreaFilter;1.129;1.7732;157.06607254722638
1642;esol;Gradient Boosting Regressor;MolecularWeightFilter, NIHFilter;1.0618;1.6681;157.10362144562458
1395;esol;Gradient Boosting Regressor;BMSFilter, ZINCBasicFilter;1.1011;1.7309;157.19467991054177
369;esol;SVM;PAINSFilter, RuleOfVeberFilter;1.2042;1.8931;157.21280226581848
472;esol;MLP;BeyondRo5Filter, TiceInsecticidesFilter;1.0932;1.719;157.25157305868723
728;esol;MLP;LipinskiFilter, TiceInsecticidesFilter;1.0932;1.719;157.25157305868723
762;esol;MLP;MolecularWeightFilter, TiceInsecticidesFilter;1.0932;1.719;157.25157305868723
1374;esol;Gradient Boosting Regressor;BMSFilter, HaoFilter;1.0554;1.6607;157.35119738739084
1660;esol;Gradient Boosting Regressor;NIBRFilter, PAINSFilter;1.1468;1.8047;157.367640487508
1099;esol;SGD;HaoFilter, InpharmaticaFilter;1982014196429.2383;3120227136439.495;157.4270831188213
1671;esol;Gradient Boosting Regressor;NIBRFilter, ValenceDiscoveryFilter;1.178;1.8559;157.5534749697586
785;esol;MLP;NIHFilter, REOSFilter;1.1579;1.8275;157.82534615805562
493;esol;MLP;BMSFilter, REOSFilter;1.1579;1.8275;157.82534615805562
1551;esol;Gradient Boosting Regressor;HaoFilter, NIHFilter;1.0487;1.659;158.20420859907873
182;esol;SVM;GlaxoFilter, ValenceDiscoveryFilter;1.1407;1.8054;158.2736174147995
1068;esol;SGD;GlaxoFilter, RuleOfTwoFilter;2157932279903.183;3416942405436.853;158.3433566131258
1352;esol;Gradient Boosting Regressor;BeyondRo5Filter, NIHFilter;1.0436;1.6527;158.3629749530332
533;esol;MLP;FAF4DruglikeFilter, GhoseFilter;0.9464;1.4998;158.46720221154575
237;esol;SVM;InpharmaticaFilter, REOSFilter;1.1736;1.8604;158.52176885003578
214;esol;SVM;HaoFilter, OpreaFilter;1.1257;1.7847;158.5379030987325
837;esol;MLP;REOSFilter, SureChEMBLFilter;1.2271;1.947;158.66677297461996
374;esol;SVM;PAINSFilter, ValenceDiscoveryFilter;1.1301;1.7941;158.7594551567577
1753;esol;Gradient Boosting Regressor;RuleOfTwoFilter, TiceInsecticidesFilter;1.4864;2.3606;158.81024089343475
1662;esol;Gradient Boosting Regressor;NIBRFilter, REOSFilter;1.186;1.8843;158.8759496095933
170;esol;SVM;GlaxoFilter, OpreaFilter;1.1168;1.7743;158.87871280979508
208;esol;SVM;HaoFilter, LINTFilter;1.0136;1.613;159.1294226672313
1383;esol;Gradient Boosting Regressor;BMSFilter, PAINSFilter;1.0504;1.6732;159.28039902061778
1766;esol;Gradient Boosting Regressor;RuleOfXuFilter, ValenceDiscoveryFilter;1.2391;1.9754;159.42050679744978
702;esol;MLP;LINTFilter, REOSFilter;1.2369;1.9728;159.49211765964174
1672;esol;Gradient Boosting Regressor;NIBRFilter, ZINCBasicFilter;1.1633;1.8578;159.70404664457823
321;esol;SVM;NIBRFilter, OpreaFilter;1.1026;1.761;159.71479792850036
207;esol;SVM;HaoFilter, InpharmaticaFilter;1.0367;1.6567;159.8048093201431
1655;esol;Gradient Boosting Regressor;MolecularWeightFilter, ValenceDiscoveryFilter;1.1616;1.8572;159.8889724306704
878;esol;MLP;SureChEMBLFilter, TiceInsecticidesFilter;1.1992;1.9212;160.2151354956833
1070;esol;SGD;GlaxoFilter, RuleOfXuFilter;1397893317483.6072;2239650890261.287;160.21615256684643
819;esol;MLP;PAINSFilter, TiceInsecticidesFilter;1.0791;1.7317;160.46728418952023
1338;esol;Gradient Boosting Regressor;BeyondRo5Filter, BMSFilter;1.0351;1.6641;160.7676285199004
1768;esol;Gradient Boosting Regressor;RuleOfXuFilter, ZINCDruglikeFilter;1.1925;1.9175;160.79958637913626
1782;esol;Gradient Boosting Regressor;ValenceDiscoveryFilter, ZINCDruglikeFilter;1.1263;1.8122;160.90324476178012
1780;esol;Gradient Boosting Regressor;TiceInsecticidesFilter, ZINCDruglikeFilter;1.1254;1.8116;160.98134862583169
1621;esol;Gradient Boosting Regressor;LipinskiFilter, ValenceDiscoveryFilter;1.1529;1.8561;160.99992245772648
867;esol;MLP;RuleOfVeberFilter, TiceInsecticidesFilter;1.0659;1.7164;161.02629518160188
1520;esol;Gradient Boosting Regressor;GlaxoFilter, ValenceDiscoveryFilter;1.1112;1.7902;161.10186109667816
91;esol;SVM;FAF4DruglikeFilter, InpharmaticaFilter;1.0401;1.6779;161.3170758929546
88;esol;SVM;FAF4DruglikeFilter, GlaxoFilter;1.0439;1.684;161.31870592449158
1377;esol;Gradient Boosting Regressor;BMSFilter, LipinskiFilter;1.0373;1.6735;161.33131867727747
1483;esol;Gradient Boosting Regressor;GhoseFilter, NIBRFilter;1.1143;1.8009;161.61731375240154
1608;esol;Gradient Boosting Regressor;LipinskiFilter, NIHFilter;1.0372;1.6778;161.75851774898936
162;esol;SVM;GlaxoFilter, HaoFilter;0.9944;1.6086;161.76596714228498
509;esol;MLP;BrenkFilter, GSKFilter;1.0537;1.7055;161.85978461120095
1220;esol;SGD;NIBRFilter, RuleOfVeberFilter;1858796943760.5908;3008666438370.92;161.86095250856135
912;esol;SGD;BeyondRo5Filter, RuleOfThreeFilter;3638843681288.4263;5890923399110.053;161.88998250741616
603;esol;MLP;GhoseFilter, TiceInsecticidesFilter;1.0648;1.7268;162.17094858687332
1675;esol;Gradient Boosting Regressor;NIHFilter, PAINSFilter;1.0253;1.6632;162.21866912313052
96;esol;SVM;FAF4DruglikeFilter, NIBRFilter;1.0085;1.6379;162.40730057236894
1630;esol;Gradient Boosting Regressor;MLSMRFilter, REOSFilter;1.2321;2.0026;162.53892344295383
98;esol;SVM;FAF4DruglikeFilter, OpreaFilter;1.1103;1.8049;162.56880387083618
1545;esol;Gradient Boosting Regressor;HaoFilter, InpharmaticaFilter;1.0709;1.7423;162.6889541659543
106;esol;SVM;FAF4DruglikeFilter, SureChEMBLFilter;1.0015;1.6293;162.68948635093702
1616;esol;Gradient Boosting Regressor;LipinskiFilter, RuleOfVeberFilter;1.1415;1.8577;162.74208842273254
1025;esol;SGD;FAF4LeadlikeFilter, TiceInsecticidesFilter;1777139798547.1191;2893975342494.623;162.84455195143119
225;esol;SVM;HaoFilter, ValenceDiscoveryFilter;1.0961;1.7912;163.4087479566298
140;esol;SVM;GhoseFilter, InpharmaticaFilter;1.0184;1.6641;163.4098773862681
607;esol;MLP;GlaxoFilter, GSKFilter;0.9642;1.5772;163.57036240773732
735;esol;MLP;MLSMRFilter, OpreaFilter;1.3772;2.2528;163.57495092349734
1622;esol;Gradient Boosting Regressor;LipinskiFilter, ZINCBasicFilter;1.0546;1.7263;163.69225312872945
1168;esol;SGD;LipinskiFilter, RuleOfThreeFilter;3351687057924.515;5496919195712.697;164.00454758197463
363;esol;SVM;OpreaFilter, ZINCDruglikeFilter;1.1018;1.8085;164.13636294796183
90;esol;SVM;FAF4DruglikeFilter, HaoFilter;0.99;1.6252;164.16930375172853
1712;esol;Gradient Boosting Regressor;PAINSFilter, ValenceDiscoveryFilter;1.148;1.8847;164.1693617661576
633;esol;MLP;GSKFilter, LINTFilter;1.0094;1.6587;164.32452011939094
1760;esol;Gradient Boosting Regressor;RuleOfVeberFilter, ValenceDiscoveryFilter;1.1112;1.832;164.86996457442004
1365;esol;Gradient Boosting Regressor;BeyondRo5Filter, ValenceDiscoveryFilter;1.1177;1.8431;164.904547001604
1475;esol;Gradient Boosting Regressor;GhoseFilter, GlaxoFilter;1.0347;1.7074;165.0118074304386
1781;esol;Gradient Boosting Regressor;ValenceDiscoveryFilter, ZINCBasicFilter;1.1151;1.8403;165.03888934028424
1564;esol;Gradient Boosting Regressor;HaoFilter, ZINCBasicFilter;1.0722;1.7696;165.04363459463804
839;esol;MLP;REOSFilter, TiceInsecticidesFilter;1.0627;1.7542;165.0724083983821
652;esol;MLP;GSKFilter, ZINCDruglikeFilter;0.9667;1.5982;165.33108421941262
1496;esol;Gradient Boosting Regressor;GhoseFilter, ValenceDiscoveryFilter;1.1108;1.8367;165.35208836724436
312;esol;SVM;MolecularWeightFilter, RuleOfVeberFilter;1.2081;2.0026;165.76097313748087
745;esol;MLP;MLSMRFilter, TiceInsecticidesFilter;1.2271;2.0357;165.89416900005608
518;esol;MLP;BrenkFilter, OpreaFilter;1.3506;2.2426;166.04847984687748
1601;esol;Gradient Boosting Regressor;LINTFilter, TiceInsecticidesFilter;1.1017;1.8307;166.1778886068516
887;esol;MLP;TiceInsecticidesFilter, ZINCBasicFilter;1.036;1.7255;166.55891959252452
1493;esol;Gradient Boosting Regressor;GhoseFilter, SureChEMBLFilter;1.0128;1.6879;166.65911451549232
802;esol;MLP;OpreaFilter, RuleOfVeberFilter;1.2292;2.0486;166.65985171483203
1244;esol;SGD;OpreaFilter, PfizerFilter;1255391487766.1016;2092364600694.933;166.6702874031891
245;esol;SVM;InpharmaticaFilter, ValenceDiscoveryFilter;1.1368;1.8951;166.71019277529658
1550;esol;Gradient Boosting Regressor;HaoFilter, NIBRFilter;1.1186;1.8649;166.72313018190698
1591;esol;Gradient Boosting Regressor;LINTFilter, OpreaFilter;1.083;1.8082;166.96276739386738
142;esol;SVM;GhoseFilter, LipinskiFilter;1.0097;1.687;167.08047743073
4;esol;SVM;BeyondRo5Filter, GhoseFilter;1.0097;1.687;167.08047743073
144;esol;SVM;GhoseFilter, MolecularWeightFilter;1.0097;1.687;167.08047743073
799;esol;MLP;OpreaFilter, REOSFilter;1.2496;2.0878;167.08170316449315
159;esol;SVM;GhoseFilter, ZINCBasicFilter;0.967;1.618;167.312889642203
212;esol;SVM;HaoFilter, NIBRFilter;1.0928;1.8297;167.4310001072914
1732;esol;Gradient Boosting Regressor;REOSFilter, ValenceDiscoveryFilter;1.0851;1.8174;167.48499558913065
751;esol;MLP;MolecularWeightFilter, OpreaFilter;1.2209;2.0454;167.54044688567828
803;esol;MLP;OpreaFilter, RuleOfXuFilter;1.2209;2.0454;167.54044688567828
797;esol;MLP;OpreaFilter, PAINSFilter;1.2325;2.066;167.62717202027528
1399;esol;Gradient Boosting Regressor;BrenkFilter, GhoseFilter;1.0444;1.7508;167.64288518906258
1353;esol;Gradient Boosting Regressor;BeyondRo5Filter, OpreaFilter;1.1039;1.8506;167.64760101595562
1713;esol;Gradient Boosting Regressor;PAINSFilter, ZINCBasicFilter;1.0758;1.8049;167.77263118852267
1345;esol;Gradient Boosting Regressor;BeyondRo5Filter, HaoFilter;1.065;1.7868;167.77432022128832
137;esol;SVM;GhoseFilter, GlaxoFilter;0.9645;1.6187;167.83708018606958
336;esol;SVM;NIHFilter, OpreaFilter;1.0684;1.7936;167.87322870920636
44;esol;SVM;BMSFilter, OpreaFilter;1.0684;1.7936;167.87322870920636
1686;esol;Gradient Boosting Regressor;NIHFilter, ValenceDiscoveryFilter;1.0574;1.7761;167.97215983383228
477;esol;MLP;BMSFilter, FAF4DruglikeFilter;1.019;1.7117;167.9749841362886
543;esol;MLP;FAF4DruglikeFilter, NIHFilter;1.019;1.7117;167.9749841362886
942;esol;SGD;BMSFilter, RuleOfTwoFilter;2036571702363.876;3422044837118.2847;168.02967620272202
148;esol;SVM;GhoseFilter, PAINSFilter;1.0003;1.6811;168.06393094925335
647;esol;MLP;GSKFilter, SureChEMBLFilter;0.9907;1.6652;168.0940544611378
97;esol;SVM;FAF4DruglikeFilter, NIHFilter;1.0306;1.7324;168.1034800981257
31;esol;SVM;BMSFilter, FAF4DruglikeFilter;1.0306;1.7324;168.1034800981257
461;esol;MLP;BeyondRo5Filter, OpreaFilter;1.2213;2.055;168.2653005948367
415;esol;SVM;RuleOfTwoFilter, TiceInsecticidesFilter;1.3824;2.3295;168.50771929904442
1558;esol;Gradient Boosting Regressor;HaoFilter, RuleOfVeberFilter;1.061;1.7881;168.53534105946213
1481;esol;Gradient Boosting Regressor;GhoseFilter, MLSMRFilter;1.0988;1.8527;168.61341764782372
1689;esol;Gradient Boosting Regressor;OpreaFilter, PAINSFilter;1.0941;1.8454;168.6748179838417
551;esol;MLP;FAF4DruglikeFilter, RuleOfXuFilter;1.1772;1.9856;168.6775592657139
680;esol;MLP;InpharmaticaFilter, OpreaFilter;1.2933;2.1817;168.68297376065595
683;esol;MLP;InpharmaticaFilter, REOSFilter;1.1493;1.9396;168.76382694342573
1549;esol;Gradient Boosting Regressor;HaoFilter, MolecularWeightFilter;1.0611;1.7912;168.80366848568272
717;esol;MLP;LipinskiFilter, OpreaFilter;1.2093;2.0421;168.86050972498373
1270;esol;SGD;PfizerFilter, RuleOfThreeFilter;3342807544797.9893;5648298759054.423;168.96870918710812
667;esol;MLP;HaoFilter, RuleOfXuFilter;1.0587;1.7889;168.97071087328814
778;esol;MLP;NIBRFilter, TiceInsecticidesFilter;1.1144;1.8835;169.01553803767092
394;esol;SVM;REOSFilter, ValenceDiscoveryFilter;1.1101;1.8776;169.14077968319106
1547;esol;Gradient Boosting Regressor;HaoFilter, LipinskiFilter;1.0589;1.7918;169.20993163294574
690;esol;MLP;InpharmaticaFilter, TiceInsecticidesFilter;1.1062;1.8724;169.26050322237475
1199;esol;SGD;MolecularWeightFilter, PfizerFilter;1730765849071.583;2931977233838.548;169.4034600585237
1695;esol;Gradient Boosting Regressor;OpreaFilter, RuleOfXuFilter;1.1011;1.8669;169.5438971856674
18;esol;SVM;BeyondRo5Filter, REOSFilter;1.1905;2.019;169.60108540635812
1650;esol;Gradient Boosting Regressor;MolecularWeightFilter, RuleOfVeberFilter;1.1304;1.9193;169.78775833554386
155;esol;SVM;GhoseFilter, SureChEMBLFilter;0.9445;1.6045;169.86883485769786
627;esol;MLP;GlaxoFilter, TiceInsecticidesFilter;1.0327;1.7543;169.87253877083103
1446;esol;Gradient Boosting Regressor;FAF4DruglikeFilter, TiceInsecticidesFilter;1.0622;1.8074;170.15046002422528
145;esol;SVM;GhoseFilter, NIBRFilter;0.9772;1.6632;170.19022891382082
365;esol;SVM;PAINSFilter, REOSFilter;1.1808;2.0097;170.1938661320522
481;esol;MLP;BMSFilter, GSKFilter;0.9797;1.6676;170.21287589090338
638;esol;MLP;GSKFilter, NIHFilter;0.9797;1.6676;170.21287589090338
1066;esol;SGD;GlaxoFilter, RuleOfFourFilter;7645059794.8176;13013475676.156;170.22071802469839
1292;esol;SGD;RuleOfFourFilter, ZINCBasicFilter;7645059794.8176;13013475676.156;170.22071802469839
1201;esol;SGD;MolecularWeightFilter, RuleOfFourFilter;7645059794.8176;13013475676.156;170.22071802469839
1643;esol;Gradient Boosting Regressor;MolecularWeightFilter, OpreaFilter;1.0966;1.8671;170.26242803688353
1107;esol;SGD;HaoFilter, PAINSFilter;2470658158678.38;4207154887344.431;170.2847831281908
274;esol;SVM;LipinskiFilter, REOSFilter;1.1809;2.013;170.46614899088596
308;esol;SVM;MolecularWeightFilter, REOSFilter;1.1809;2.013;170.46614899088596
221;esol;SVM;HaoFilter, RuleOfXuFilter;1.0855;1.8535;170.74749729696669
600;esol;MLP;GhoseFilter, RuleOfXuFilter;1.0827;1.849;170.77998762237513
1394;esol;Gradient Boosting Regressor;BMSFilter, ValenceDiscoveryFilter;1.0393;1.7767;170.94893592607582
278;esol;SVM;LipinskiFilter, RuleOfVeberFilter;1.1879;2.0333;171.173943208969
428;esol;SVM;RuleOfXuFilter, ValenceDiscoveryFilter;1.1541;1.9759;171.2088381692733
767;esol;MLP;NIBRFilter, OpreaFilter;1.2328;2.1123;171.3404874428646
1729;esol;Gradient Boosting Regressor;REOSFilter, SureChEMBLFilter;1.0886;1.8652;171.34545870615307
173;esol;SVM;GlaxoFilter, REOSFilter;1.1405;1.9549;171.4071894237877
552;esol;MLP;FAF4DruglikeFilter, SureChEMBLFilter;0.9684;1.6605;171.47154825335662
226;esol;SVM;HaoFilter, ZINCBasicFilter;1.0149;1.7415;171.60304178162252
1308;esol;SGD;RuleOfTwoFilter, ZINCBasicFilter;2708711842058.863;4648301165324.101;171.60559839362523
540;esol;MLP;FAF4DruglikeFilter, MLSMRFilter;1.0591;1.8204;171.8846557399978
153;esol;SVM;GhoseFilter, RuleOfVeberFilter;0.9952;1.7148;172.2961540537048
709;esol;MLP;LINTFilter, TiceInsecticidesFilter;1.1832;2.0416;172.54848880803604
47;esol;SVM;BMSFilter, REOSFilter;1.1217;1.9369;172.6794611132873
339;esol;SVM;NIHFilter, REOSFilter;1.1217;1.9369;172.6794611132873
442;esol;SVM;TiceInsecticidesFilter, ZINCDruglikeFilter;1.015;1.753;172.70540388301043
1778;esol;Gradient Boosting Regressor;TiceInsecticidesFilter, ValenceDiscoveryFilter;1.0597;1.8336;173.0315030041599
538;esol;MLP;FAF4DruglikeFilter, LINTFilter;0.9512;1.6471;173.15175634196586
1442;esol;Gradient Boosting Regressor;FAF4DruglikeFilter, RuleOfVeberFilter;1.1187;1.9375;173.197211890607
160;esol;SVM;GhoseFilter, ZINCDruglikeFilter;1.0052;1.7454;173.6430147240534
616;esol;MLP;GlaxoFilter, OpreaFilter;1.1866;2.0618;173.75127707000522
584;esol;MLP;GhoseFilter, GSKFilter;0.9108;1.5842;173.93177849057906
770;esol;MLP;NIBRFilter, REOSFilter;1.0827;1.8834;173.95812447288782
389;esol;SVM;REOSFilter, RuleOfVeberFilter;1.1841;2.0611;174.05384072764053
631;esol;MLP;GSKFilter, HaoFilter;0.9854;1.7157;174.10100378058513
139;esol;SVM;GhoseFilter, HaoFilter;0.9852;1.7227;174.85527392969124
1397;esol;Gradient Boosting Regressor;BrenkFilter, FAF4DruglikeFilter;1.0815;1.8912;174.8607560223667
1609;esol;Gradient Boosting Regressor;LipinskiFilter, OpreaFilter;1.0838;1.8964;174.9792594855265
1428;esol;Gradient Boosting Regressor;FAF4DruglikeFilter, HaoFilter;1.0758;1.8831;175.03864336077604
1656;esol;Gradient Boosting Regressor;MolecularWeightFilter, ZINCBasicFilter;1.0927;1.9127;175.04450934531175
33;esol;SVM;BMSFilter, GhoseFilter;0.9374;1.6416;175.11907904677759
146;esol;SVM;GhoseFilter, NIHFilter;0.9374;1.6416;175.11907904677759
1433;esol;Gradient Boosting Regressor;FAF4DruglikeFilter, MolecularWeightFilter;1.0838;1.8995;175.2570362104403
59;esol;SVM;BrenkFilter, FAF4DruglikeFilter;0.9948;1.7438;175.29857906461226
390;esol;SVM;REOSFilter, RuleOfXuFilter;1.1395;1.998;175.32938483004804
1552;esol;Gradient Boosting Regressor;HaoFilter, OpreaFilter;1.0481;1.8393;175.47840496204208
440;esol;SVM;TiceInsecticidesFilter, ValenceDiscoveryFilter;1.0337;1.8167;175.74996935182673
1401;esol;Gradient Boosting Regressor;BrenkFilter, GSKFilter;1.0742;1.8893;175.87783610417034
391;esol;SVM;REOSFilter, SureChEMBLFilter;1.0847;1.9082;175.92097893218562
22;esol;SVM;BeyondRo5Filter, RuleOfVeberFilter;1.2224;2.1513;175.99156247225542
272;esol;SVM;LipinskiFilter, PAINSFilter;1.1684;2.0569;176.04605926331152
808;esol;MLP;OpreaFilter, ZINCBasicFilter;1.1628;2.0474;176.07891564949128
1494;esol;Gradient Boosting Regressor;GhoseFilter, TiceHerbicidesFilter;1.1509;2.0285;176.25805388709242
660;esol;MLP;HaoFilter, OpreaFilter;1.1551;2.0361;176.27285507424432
83;esol;SVM;BrenkFilter, ValenceDiscoveryFilter;1.1253;1.9837;176.28014645724443
360;esol;SVM;OpreaFilter, TiceInsecticidesFilter;1.0465;1.8455;176.34166560502354
1700;esol;Gradient Boosting Regressor;OpreaFilter, ZINCBasicFilter;1.0548;1.8618;176.51029418381046
396;esol;SVM;REOSFilter, ZINCDruglikeFilter;1.1901;2.1026;176.67936043848408
1431;esol;Gradient Boosting Regressor;FAF4DruglikeFilter, LipinskiFilter;1.0739;1.9001;176.93511545993502
101;esol;SVM;FAF4DruglikeFilter, REOSFilter;1.1596;2.0521;176.97048370122937
292;esol;SVM;MLSMRFilter, REOSFilter;1.1187;1.9801;177.00067932461027
1130;esol;SGD;InpharmaticaFilter, RuleOfThreeFilter;3192335125554.29;5654341436995.408;177.12242651885228
1082;esol;SGD;GSKFilter, MolecularWeightFilter;1671585315576.9336;2961909306121.481;177.1916323097875
547;esol;MLP;FAF4DruglikeFilter, REOSFilter;1.0511;1.8633;177.27819206522565
