;Dataset;Model;Filters;Baseline RMSE;Predicted RMSE;Ratio [%]
597;esol;MLP;GhoseFilter, RuleOfThreeFilter;0.8041;2.2102;274.8782421894549
1702;esol;Gradient Boosting Regressor;PAINSFilter, PfizerFilter;0.8664;2.3866;275.4638201191463
1645;esol;Gradient Boosting Regressor;MolecularWeightFilter, PfizerFilter;0.872;2.4074;276.06162828658006
409;esol;SVM;RuleOfThreeFilter, ZINCBasicFilter;0.8612;2.3789;276.2276632374822
188;esol;SVM;GSKFilter, LipinskiFilter;0.8947;2.475;276.6394668321216
1180;esol;SGD;MLSMRFilter, NIHFilter;1446719188933.2942;4005442539483.9766;276.8638565191977
872;esol;MLP;RuleOfXuFilter, TiceHerbicidesFilter;0.8497;2.3533;276.9456205861436
1510;esol;Gradient Boosting Regressor;GlaxoFilter, PfizerFilter;0.8497;2.3537;276.9959824913531
199;esol;SVM;GSKFilter, RuleOfVeberFilter;0.892;2.4805;278.08236420489317
883;esol;MLP;TiceHerbicidesFilter, ValenceDiscoveryFilter;0.8723;2.4317;278.76951682910124
838;esol;MLP;REOSFilter, TiceHerbicidesFilter;0.8103;2.2651;279.5319824289115
276;esol;SVM;LipinskiFilter, RuleOfThreeFilter;0.8593;2.4042;279.794825759768
197;esol;SVM;GSKFilter, RuleOfThreeFilter;0.8593;2.4042;279.794825759768
403;esol;SVM;RuleOfThreeFilter, RuleOfVeberFilter;0.8593;2.4042;279.794825759768
20;esol;SVM;BeyondRo5Filter, RuleOfThreeFilter;0.8593;2.4042;279.794825759768
310;esol;SVM;MolecularWeightFilter, RuleOfThreeFilter;0.8593;2.4042;279.794825759768
387;esol;SVM;PfizerFilter, ZINCDruglikeFilter;0.8387;2.3473;279.887489812201
805;esol;MLP;OpreaFilter, TiceHerbicidesFilter;0.8312;2.3279;280.06812390079256
1629;esol;Gradient Boosting Regressor;MLSMRFilter, PfizerFilter;1.1085;3.1126;280.7995235397738
777;esol;MLP;NIBRFilter, TiceHerbicidesFilter;0.7663;2.1594;281.8116092412295
858;esol;MLP;RuleOfTwoFilter, RuleOfXuFilter;0.9893;2.7951;282.52512099796735
853;esol;MLP;RuleOfThreeFilter, TiceInsecticidesFilter;0.7703;2.1821;283.2889508393185
701;esol;MLP;LINTFilter, PfizerFilter;0.9749;2.7761;284.7579712584393
294;esol;SVM;MLSMRFilter, RuleOfTwoFilter;1.0143;2.8972;285.6295130425172
218;esol;SVM;HaoFilter, RuleOfThreeFilter;0.8402;2.4004;285.67285572869696
367;esol;SVM;PAINSFilter, RuleOfThreeFilter;0.8372;2.4021;286.933165056973
236;esol;SVM;InpharmaticaFilter, PfizerFilter;0.7708;2.2147;287.32213938927555
832;esol;MLP;PfizerFilter, ZINCBasicFilter;0.8992;2.5901;288.0545019799881
380;esol;SVM;PfizerFilter, RuleOfVeberFilter;0.8003;2.3055;288.10069047194105
258;esol;SVM;LINTFilter, RuleOfTwoFilter;0.9722;2.8058;288.61411024070406
463;esol;MLP;BeyondRo5Filter, PfizerFilter;0.8943;2.5962;290.3126250054419
273;esol;SVM;LipinskiFilter, PfizerFilter;0.788;2.2879;290.3316253343561
801;esol;MLP;OpreaFilter, RuleOfTwoFilter;0.9543;2.7711;290.36985129922135
854;esol;MLP;RuleOfThreeFilter, ValenceDiscoveryFilter;0.8884;2.5837;290.8278809246962
326;esol;SVM;NIBRFilter, RuleOfThreeFilter;0.8082;2.3509;290.88708887218735
828;esol;MLP;PfizerFilter, SureChEMBLFilter;0.898;2.6416;294.15132368905296
969;esol;SGD;BrenkFilter, RuleOfTwoFilter;1243534642387.1338;3658652110587.232;294.21392745150644
1202;esol;SGD;MolecularWeightFilter, RuleOfThreeFilter;3137076405492.96;9233936496218.18;294.3484729938275
641;esol;MLP;GSKFilter, PfizerFilter;0.8814;2.5952;294.42886517751134
618;esol;MLP;GlaxoFilter, PfizerFilter;0.8789;2.5898;294.6668210673915
77;esol;SVM;BrenkFilter, RuleOfTwoFilter;0.9457;2.7938;295.4216085115139
1112;esol;SGD;HaoFilter, RuleOfVeberFilter;2041567140840.4285;6045376551656.428;296.1145107952608
74;esol;SVM;BrenkFilter, PfizerFilter;0.7422;2.1991;296.27830437694774
810;esol;MLP;PAINSFilter, PfizerFilter;0.8799;2.6077;296.3684196928335
753;esol;MLP;MolecularWeightFilter, PfizerFilter;0.8799;2.6077;296.3684196928335
413;esol;SVM;RuleOfTwoFilter, SureChEMBLFilter;0.9374;2.7868;297.3004958044932
798;esol;MLP;OpreaFilter, PfizerFilter;0.8471;2.5202;297.4958433686454
338;esol;SVM;NIHFilter, PfizerFilter;0.7835;2.331;297.50750660162583
46;esol;SVM;BMSFilter, PfizerFilter;0.7835;2.331;297.50750660162583
125;esol;SVM;FAF4LeadlikeFilter, PfizerFilter;0.6975;2.0781;297.9339028071437
386;esol;SVM;PfizerFilter, ZINCBasicFilter;0.7671;2.2918;298.77319860533976
382;esol;SVM;PfizerFilter, SureChEMBLFilter;0.7837;2.3441;299.101617212938
364;esol;SVM;PAINSFilter, PfizerFilter;0.7606;2.2798;299.7219201113906
307;esol;SVM;MolecularWeightFilter, PfizerFilter;0.7606;2.2798;299.7219201113906
195;esol;SVM;GSKFilter, PfizerFilter;0.7549;2.2726;301.03610321254195
823;esol;MLP;PfizerFilter, REOSFilter;0.8567;2.5821;301.3946924750766
827;esol;MLP;PfizerFilter, RuleOfXuFilter;0.8448;2.5933;306.965583289178
103;esol;SVM;FAF4DruglikeFilter, RuleOfTwoFilter;0.9045;2.7965;309.17858711888374
406;esol;SVM;RuleOfThreeFilter, TiceHerbicidesFilter;0.6525;2.0193;309.47537121677345
172;esol;SVM;GlaxoFilter, PfizerFilter;0.7199;2.2337;310.2769307775353
255;esol;SVM;LINTFilter, PfizerFilter;0.8031;2.4956;310.7305375457164
546;esol;MLP;FAF4DruglikeFilter, PfizerFilter;0.8486;2.641;311.20010543728336
417;esol;SVM;RuleOfTwoFilter, ZINCDruglikeFilter;0.9083;2.83;311.5880522524601
216;esol;SVM;HaoFilter, PfizerFilter;0.6416;2.0062;312.66490910044433
50;esol;SVM;BMSFilter, RuleOfTwoFilter;0.8477;2.6505;312.6723588929281
342;esol;SVM;NIHFilter, RuleOfTwoFilter;0.8477;2.6505;312.6723588929281
826;esol;MLP;PfizerFilter, RuleOfVeberFilter;0.8249;2.6007;315.2823002495233
595;esol;MLP;GhoseFilter, PfizerFilter;0.8122;2.5738;316.90793541991553
719;esol;MLP;LipinskiFilter, PfizerFilter;0.8196;2.5987;317.06456569761923
239;esol;SVM;InpharmaticaFilter, RuleOfTwoFilter;0.8361;2.6532;317.34561632229065
520;esol;MLP;BrenkFilter, PfizerFilter;0.8398;2.6744;318.44496582775344
1463;esol;Gradient Boosting Regressor;FAF4LeadlikeFilter, PfizerFilter;0.7514;2.3936;318.5311981445951
151;esol;SVM;GhoseFilter, RuleOfThreeFilter;0.6459;2.0651;319.73507260547336
388;esol;SVM;REOSFilter, RuleOfThreeFilter;0.6422;2.0594;320.6622827538554
852;esol;MLP;RuleOfThreeFilter, TiceHerbicidesFilter;0.6847;2.1984;321.09128623344725
1593;esol;Gradient Boosting Regressor;LINTFilter, PfizerFilter;0.9738;3.1323;321.6686950714015
784;esol;MLP;NIHFilter, PfizerFilter;0.8179;2.6407;322.87697185491436
492;esol;MLP;BMSFilter, PfizerFilter;0.8179;2.6407;322.87697185491436
662;esol;MLP;HaoFilter, PfizerFilter;0.7757;2.5456;328.1552200299031
323;esol;SVM;NIBRFilter, PfizerFilter;0.6795;2.2494;331.0614443593955
830;esol;MLP;PfizerFilter, TiceInsecticidesFilter;0.7564;2.5109;331.94621970620204
833;esol;MLP;PfizerFilter, ZINCDruglikeFilter;0.7931;2.6331;332.01392276666064
176;esol;SVM;GlaxoFilter, RuleOfTwoFilter;0.82;2.7236;332.1570359482736
769;esol;MLP;NIBRFilter, PfizerFilter;0.7877;2.6171;332.2583672888924
327;esol;SVM;NIBRFilter, RuleOfTwoFilter;0.8314;2.7642;332.4567024241671
571;esol;MLP;FAF4LeadlikeFilter, PfizerFilter;0.7982;2.6548;332.58030187894065
1307;esol;SGD;RuleOfTwoFilter, TiceInsecticidesFilter;484575576592.3895;1617691500518.5105;333.83677978456274
407;esol;SVM;RuleOfThreeFilter, TiceInsecticidesFilter;0.6173;2.087;338.1074667256973
1067;esol;SGD;GlaxoFilter, RuleOfThreeFilter;2700535670807.745;9141718677320.275;338.515013007991
21;esol;SVM;BeyondRo5Filter, RuleOfTwoFilter;0.83;2.814;339.05720246090016
416;esol;SVM;RuleOfTwoFilter, ZINCBasicFilter;0.8227;2.8056;341.03880002705165
198;esol;SVM;GSKFilter, RuleOfTwoFilter;0.8245;2.8158;341.50180454368996
411;esol;SVM;RuleOfTwoFilter, RuleOfVeberFilter;0.8245;2.8158;341.50180454368996
311;esol;SVM;MolecularWeightFilter, RuleOfTwoFilter;0.8245;2.8158;341.50180454368996
368;esol;SVM;PAINSFilter, RuleOfTwoFilter;0.8245;2.8158;341.50180454368996
219;esol;SVM;HaoFilter, RuleOfTwoFilter;0.8245;2.8158;341.50180454368996
277;esol;SVM;LipinskiFilter, RuleOfTwoFilter;0.8245;2.8158;341.50180454368996
404;esol;SVM;RuleOfThreeFilter, RuleOfXuFilter;0.6253;2.1756;347.91720913320063
1690;esol;Gradient Boosting Regressor;OpreaFilter, PfizerFilter;0.5892;2.0518;348.2258977585828
829;esol;MLP;PfizerFilter, TiceHerbicidesFilter;0.7398;2.6003;351.4826455896812
1203;esol;SGD;MolecularWeightFilter, RuleOfTwoFilter;1987227528698.1775;6996348761093.976;352.065813303082
1676;esol;Gradient Boosting Regressor;NIHFilter, PfizerFilter;0.8376;2.9553;352.8337410437035
1384;esol;Gradient Boosting Regressor;BMSFilter, PfizerFilter;0.8392;2.9813;355.2602916137639
1692;esol;Gradient Boosting Regressor;OpreaFilter, RuleOfThreeFilter;0.6295;2.2868;363.2738232292698
825;esol;MLP;PfizerFilter, RuleOfTwoFilter;0.7751;2.9055;374.8412857459836
1717;esol;Gradient Boosting Regressor;PfizerFilter, RuleOfTwoFilter;0.6907;2.7657;400.43286522712356
850;esol;MLP;RuleOfThreeFilter, RuleOfXuFilter;0.5967;2.4296;407.1740116256642
1693;esol;Gradient Boosting Regressor;OpreaFilter, RuleOfTwoFilter;0.6166;2.5156;407.95604851509626
800;esol;MLP;OpreaFilter, RuleOfThreeFilter;0.6014;2.5529;424.47319218799413
834;esol;MLP;REOSFilter, RuleOfThreeFilter;0.5731;2.4362;425.0577606750031
354;esol;SVM;OpreaFilter, RuleOfThreeFilter;0.4978;2.1343;428.6984387340635
1293;esol;SGD;RuleOfFourFilter, ZINCDruglikeFilter;0.464;2.1383;460.8375184719972
1167;esol;SGD;LipinskiFilter, RuleOfFourFilter;0.464;2.1383;460.8375184719972
1736;esol;Gradient Boosting Regressor;RuleOfFourFilter, RuleOfXuFilter;0.514;2.5195;490.1770552225882
1737;esol;Gradient Boosting Regressor;RuleOfFourFilter, SureChEMBLFilter;0.514;2.5195;490.1770552225882
1678;esol;Gradient Boosting Regressor;NIHFilter, RuleOfFourFilter;0.514;2.5195;490.1770552225882
48;esol;SVM;BMSFilter, RuleOfFourFilter;0.514;2.5195;490.1770552225882
1663;esol;Gradient Boosting Regressor;NIBRFilter, RuleOfFourFilter;0.514;2.5195;490.1770552225882
399;esol;SVM;RuleOfFourFilter, SureChEMBLFilter;0.514;2.5195;490.1770552225882
398;esol;SVM;RuleOfFourFilter, RuleOfXuFilter;0.514;2.5195;490.1770552225882
1386;esol;Gradient Boosting Regressor;BMSFilter, RuleOfFourFilter;0.514;2.5195;490.1770552225882
340;esol;SVM;NIHFilter, RuleOfFourFilter;0.514;2.5195;490.1770552225882
325;esol;SVM;NIBRFilter, RuleOfFourFilter;0.514;2.5195;490.1770552225882
355;esol;SVM;OpreaFilter, RuleOfTwoFilter;0.4598;2.2655;492.72044115903304
899;esol;SGD;BeyondRo5Filter, HaoFilter;1119413337241.895;6175935172382.584;551.7117732042905
379;esol;SVM;PfizerFilter, RuleOfTwoFilter;0.4271;2.3584;552.1417146054478
412;esol;SVM;RuleOfTwoFilter, RuleOfXuFilter;0.4085;2.3117;565.8561995506843
1647;esol;Gradient Boosting Regressor;MolecularWeightFilter, RuleOfFourFilter;0.3895;2.4269;623.0349711282198
378;esol;SVM;PfizerFilter, RuleOfThreeFilter;0.4142;2.6122;630.7242920893044
366;esol;SVM;PAINSFilter, RuleOfFourFilter;0.3849;2.4433;634.770754004303
397;esol;SVM;RuleOfFourFilter, RuleOfVeberFilter;0.3849;2.4433;634.770754004303
19;esol;SVM;BeyondRo5Filter, RuleOfFourFilter;0.3849;2.4433;634.770754004303
174;esol;SVM;GlaxoFilter, RuleOfFourFilter;0.3849;2.4433;634.770754004303
400;esol;SVM;RuleOfFourFilter, ZINCBasicFilter;0.3849;2.4433;634.770754004303
309;esol;SVM;MolecularWeightFilter, RuleOfFourFilter;0.3849;2.4433;634.770754004303
1512;esol;Gradient Boosting Regressor;GlaxoFilter, RuleOfFourFilter;0.3807;2.4617;646.7022952124879
1735;esol;Gradient Boosting Regressor;RuleOfFourFilter, RuleOfVeberFilter;0.3749;2.4471;652.7856423491087
1704;esol;Gradient Boosting Regressor;PAINSFilter, RuleOfFourFilter;0.3628;2.4344;671.0434842312906
1357;esol;Gradient Boosting Regressor;BeyondRo5Filter, RuleOfFourFilter;0.3475;2.4541;706.1618391118473
1738;esol;Gradient Boosting Regressor;RuleOfFourFilter, ZINCBasicFilter;0.3096;2.4274;784.0819202540539
824;esol;MLP;PfizerFilter, RuleOfThreeFilter;0.342;3.008;879.6199160334785
1716;esol;Gradient Boosting Regressor;PfizerFilter, RuleOfThreeFilter;0.3137;3.0493;972.104790759235
401;esol;SVM;RuleOfFourFilter, ZINCDruglikeFilter;0.242;2.3795;983.2676217988256
1739;esol;Gradient Boosting Regressor;RuleOfFourFilter, ZINCDruglikeFilter;0.242;2.3795;983.2676217988256
275;esol;SVM;LipinskiFilter, RuleOfFourFilter;0.242;2.3795;983.2676217988256
1613;esol;Gradient Boosting Regressor;LipinskiFilter, RuleOfFourFilter;0.242;2.3795;983.2676217988256
1232;esol;SGD;NIHFilter, RuleOfFourFilter;0.1954;2.2066;1129.5458466465625
1291;esol;SGD;RuleOfFourFilter, SureChEMBLFilter;0.1954;2.2066;1129.5458466465625
940;esol;SGD;BMSFilter, RuleOfFourFilter;0.1954;2.2066;1129.5458466465625
1217;esol;SGD;NIBRFilter, RuleOfFourFilter;0.1954;2.2066;1129.5458466465625
1290;esol;SGD;RuleOfFourFilter, RuleOfXuFilter;0.1954;2.2066;1129.5458466465625
620;esol;MLP;GlaxoFilter, RuleOfFourFilter;0.1588;2.6758;1685.1813449179247
812;esol;MLP;PAINSFilter, RuleOfFourFilter;0.1588;2.6758;1685.1813449179247
465;esol;MLP;BeyondRo5Filter, RuleOfFourFilter;0.1588;2.6758;1685.1813449179247
843;esol;MLP;RuleOfFourFilter, RuleOfVeberFilter;0.1588;2.6758;1685.1813449179247
846;esol;MLP;RuleOfFourFilter, ZINCBasicFilter;0.1588;2.6758;1685.1813449179247
755;esol;MLP;MolecularWeightFilter, RuleOfFourFilter;0.1588;2.6758;1685.1813449179247
1044;esol;SGD;GhoseFilter, RuleOfTwoFilter;9401209230.0447;249831739004.0836;2657.4426001036527
844;esol;MLP;RuleOfFourFilter, RuleOfXuFilter;0.0506;2.8387;5614.716676372859
845;esol;MLP;RuleOfFourFilter, SureChEMBLFilter;0.0506;2.8387;5614.716676372859
786;esol;MLP;NIHFilter, RuleOfFourFilter;0.0506;2.8387;5614.716676372859
494;esol;MLP;BMSFilter, RuleOfFourFilter;0.0506;2.8387;5614.716676372859
771;esol;MLP;NIBRFilter, RuleOfFourFilter;0.0506;2.8387;5614.716676372859
