Dataset,Model,Filters,Metric,Baseline value,After filter application,Improvement (%),Filter metric R2,Filter metric Accuracy,Baseline metric R2,Baseline metric Accuracy,Mixed metric R2,Mixed metric Accuracy,Mixed metric roc_auc,Rest metric R2,Rest metric Accuracy,Rest metric roc_auc,Notes
bace,GradientBoostingClassifier,HaoFilter,ROC-AUC,0.7850527916964924,0.8377777777777777,106.71610707444871,0.12222222222222201,0.810126582278481,-0.22002505368647118,0.7029702970297029,-1.074042591267001,0.49504950495049505,0.5761453113815318,-0.7768463899003071,0.5561497326203209,0.5802823843670997,None
bace,GradientBoostingClassifier,InpharmaticaFilter,ROC-AUC,0.7850527916964924,0.7693476670231327,97.99948171136096,-0.34721675015478115,0.6764705882352942,-0.22002505368647118,0.7029702970297029,-0.27424838940587004,0.6897689768976898,0.7736220472440946,-0.35132433783108463,0.6666666666666666,0.7375478927203065,None
bace,GradientBoostingClassifier,LINTFilter,ROC-AUC,0.7850527916964924,0.7231481481481481,92.11458844511986,-0.726666666666667,0.6216216216216216,-0.22002505368647118,0.7029702970297029,-0.42336256263421657,0.6534653465346535,0.7495302433786685,0.07285276073619629,0.7766749379652605,0.8100843558282209,None
bace,GradientBoostingClassifier,LipinskiFilter,ROC-AUC,0.7850527916964924,0.771796218487395,98.31137812013252,-0.3188025210084031,0.6774193548387096,-0.22002505368647118,0.7029702970297029,-0.38269506084466753,0.6633663366336634,0.7696626700071583,-0.38983050847457634,0.652542372881356,0.7161735133582304,None
bace,GradientBoostingClassifier,MLSMRFilter,ROC-AUC,0.7850527916964924,0.9188829787234043,117.04728502878208,0.159574468085106,0.7974683544303798,-0.22002505368647118,0.7029702970297029,-1.074042591267001,0.49504950495049505,0.6008858267716535,-1.0353529040343337,0.4919499105545617,0.6061917262024956,None
bace,GradientBoostingClassifier,MolecularWeightFilter,ROC-AUC,0.7850527916964924,0.7861943809651835,100.14541560526446,-0.23143791728278873,0.6986754966887417,-0.22002505368647118,0.7029702970297029,-0.27424838940587004,0.6897689768976898,0.7826592698639941,-0.33333333333333326,0.75,1.0,None
bace,GradientBoostingClassifier,NIBRFilter,ROC-AUC,0.7850527916964924,0.7881151574803149,100.39008405755806,-0.2429133858267718,0.6933797909407665,-0.22002505368647118,0.7029702970297029,-0.3284717251252687,0.6765676567656765,0.7723469935576235,-0.7333333333333332,0.5769230769230769,0.626936026936027,None
bace,GradientBoostingClassifier,NIHFilter,ROC-AUC,0.7850527916964924,0.7852809706257982,100.02906542486303,-0.23152709359605894,0.7,-0.22002505368647118,0.7029702970297029,-0.2471367215461706,0.6963696369636964,0.7794157122405153,-3.2857142857142856,0.7333333333333333,0.7857142857142857,None
bace,GradientBoostingClassifier,OpreaFilter,ROC-AUC,0.7850527916964924,0.8599624060150377,109.54198432396709,0.12030075187969935,0.8269230769230769,-0.22002505368647118,0.7029702970297029,-1.1418217609162498,0.47854785478547857,0.5962553686471009,-0.9257792693821372,0.518555667001003,0.567703680453276,None
bace,GradientBoostingClassifier,PAINSFilter,ROC-AUC,0.7850527916964924,0.781214848143982,99.51112287057579,-0.2773003374578178,0.6887417218543046,-0.22002505368647118,0.7029702970297029,-0.2606925554760202,0.693069306930693,0.783352720114531,-0.4999999999999998,0.6666666666666666,1.0,None
